target_genesymbol,source_genesymbol,sign
C4BPB,NFIC,1
CYP1A1,NFIC,-1
HMGB1,NFIC,1
ITGA5,NFIC,-1
MATN1,NFIC,-1
SLC34A2,NFIC,1
SMUG1,NFIC,1
ABCB1,NFKB1,1
ADORA1,NFKB1,1
AGER,NFKB1,1
AKT1,NFKB1,-1
AMH,NFKB1,1
BCL2,NFKB1,1
BCL2L1,NFKB1,1
BCL3,NFKB1,1
NFKB1,BCL3,-1
BIRC5,NFKB1,1
CCL5,NFKB1,1
CCND1,NFKB1,1
CCND2,NFKB1,1
CD58,NFKB1,1
CDK4,NFKB1,1
CFTR,NFKB1,1
COL1A1,NFKB1,-1
CSF1,NFKB1,1
CSNK2A1,NFKB1,1
CTSB,NFKB1,1
CXCL1,NFKB1,1
CXCL10,NFKB1,1
CXCL3,NFKB1,1
CYP19A1,NFKB1,-1
ELF3,NFKB1,1
F3,NFKB1,1
FAS,NFKB1,1
FASLG,NFKB1,1
FBP1,NFKB1,1
VEGFD,NFKB1,1
FN1,NFKB1,-1
GSTP1,NFKB1,1
HMOX1,NFKB1,1
HSD11B2,NFKB1,1
IFNB1,NFKB1,1
IL10,NFKB1,1
IL12A,NFKB1,1
IL18,NFKB1,1
IL1A,NFKB1,-1
IL1B,NFKB1,1
IL23A,NFKB1,1
IL2RA,NFKB1,1
IL6,NFKB1,1
IRF4,NFKB1,1
LPL,NFKB1,1
MAT2A,NFKB1,1
MMP13,NFKB1,1
MMP14,NFKB1,1
MMP2,NFKB1,1
MYC,NFKB1,1
NOD2,NFKB1,1
NOLC1,NFKB1,1
NOS1,NFKB1,1
NOS2,NFKB1,1
PDGFB,NFKB1,1
PLAU,NFKB1,1
PTAFR,NFKB1,1
PTGS2,NFKB1,1
RIPK2,NFKB1,1
SAA2,NFKB1,1
SERPINB1,NFKB1,1
SERPINE1,NFKB1,1
SOD2,NFKB1,1
TFF3,NFKB1,1
TIMP1,NFKB1,-1
TLR2,NFKB1,1
TNFRSF10B,NFKB1,1
TNFSF10,NFKB1,1
TRAF2,NFKB1,1
VEGFA,NFKB1,1
XIAP,NFKB1,1
CCL21,NFKB2,1
CCND2,NFKB2,1
CDK6,NFKB2,1
CXCL8,NFKB2,1
SELP,NFKB2,1
SND1,NFKB2,1
ICAM1,NFKBIA,-1
IL1B,NFKBIA,-1
PON2,NFKBIA,1
RELA,NFKBIA,-1
NFKBIA,RELA,1
FDPS,NFYA,1
FXR2,NFYA,1
FXR2,NFYB,1
NR1H4,NR0B1,-1
NR5A1,NR0B1,-1
NR0B1,NR5A1,1
ABCA1,NR1H2,1
ABCG1,NR1H2,1
BHLHE40,NR1H2,1
SREBF1,NR1H2,1
ABCA1,NR1H3,1
APOE,NR1H3,1
BHLHE40,NR1H3,1
SREBF1,NR1H3,1
ABCC4,NR1H4,-1
NR1I2,NR1H4,1
PAX2,NR2E1,-1
PLCE1,NR2E1,-1
AGT,NR2F1,-1
APOA2,NR2F1,-1
CYP19A1,NR2F1,-1
LHCGR,NR2F1,-1
APOA2,NR2F2,-1
HNF4A,NR2F2,-1
POU5F1,NR2F2,-1
LHCGR,NR2F6,-1
ATF2,NR3C1,-1
CDK6,NR3C1,-1
ETS1,NR3C1,-1
MDM2,NR4A1,-1
AMH,NR5A1,1
AMHR2,NR5A1,1
CYP11A1,NR5A1,1
CYP17A1,NR5A1,1
CYP21A2,NR5A1,1
LHB,NR5A1,-1
POU5F1,NR5A1,1
SRY,NR5A1,1
CAPNS1,NRF1,1
PRDX5,NRF1,1
TP53,PAX2,-1
PAX2,WT1,-1
BCL2L1,PAX3,1
MITF,PAX3,1
INS,PAX4,-1
BCL2,PAX5,-1
BLK,PAX5,-1
PAX5,TP53,1
TP53,PAX5,1
MET,PAX6,1
PCSK1,PAX6,1
PDHX,PAX6,-1
E2F1,PAX8,1
NCAM1,PAX8,1
TP53,PAX8,-1
TSHR,PAX8,-1
NANOG,PBX1,1
VCP,PBX1,1
INS,PDX1,1
CYP19A1,PGR,-1
HLTF,PGR,1
FSHB,PITX1,1
PRL,PITX1,1
FSHB,PITX2,1
GHR,POU1F1,1
CCND1,POU2F1,1
GADD45A,POU2F1,1
ANGPTL4,PPARA,1
APOB,PPARA,1
APOBR,PPARA,-1
APOC3,PPARA,-1
FABP3,PPARA,1
FADS2,PPARA,1
LPL,PPARA,1
MMP9,PPARA,-1
NFKBIA,PPARA,1
PANK1,PPARA,1
PTGS2,PPARA,1
SERPINE1,PPARA,1
TUBA1B,PPARA,-1
UCP1,PPARA,-1
ANGPTL4,PPARD,-1
LPL,PPARD,1
ADIPOQ,PPARG,1
ANGPTL4,PPARG,1
APOB,PPARG,-1
APOBR,PPARG,-1
CCND1,PPARG,-1
CD36,PPARG,1
CD83,PPARG,1
CDKN1A,PPARG,1
CPT1B,PPARG,1
EGFR,PPARG,-1
GK,PPARG,1
LIPE,PPARG,1
MMP9,PPARG,-1
MYC,PPARG,-1
NR1D1,PPARG,1
PLIN2,PPARG,1
POU2F1,PPARG,1
PTEN,PPARG,1
PTGS2,PPARG,-1
RARB,PPARG,1
RETN,PPARG,1
SLC2A4,PPARG,-1
TSHR,PPARG,-1
VLDLR,PPARG,1
CYP7A1,PROX1,-1
NR5A2,PROX1,-1
CDKN1A,RARA,1
ICAM1,RARA,1
MACROD1,RARA,-1
MUC5AC,RARA,-1
PRKCA,RARA,1
SCD,RARA,1
THBD,RARA,1
ICAM1,RARG,1
FCER2,RBPJ,1
HES1,RBPJ,1
HEY1,RBPJ,1
HEY2,RBPJ,1
BIRC3,REL,1
CSF2,REL,1
IL1B,REL,1
IL2RA,REL,1
IL6,REL,-1
TNFAIP3,REL,1
ABCB1,RELA,1
AGER,RELA,1
AKT1,RELA,-1
AMH,RELA,1
BAX,RELA,-1
BCL2,RELA,1
BCL2L1,RELA,1
BCL3,RELA,1
BIRC2,RELA,1
BIRC5,RELA,1
CCL20,RELA,1
CCL3,RELA,1
CCL5,RELA,1
CD40,RELA,1
CD58,RELA,1
CD83,RELA,1
CD86,RELA,1
CDK4,RELA,1
CDK6,RELA,1
CDKN1A,RELA,1
CFLAR,RELA,1
CFTR,RELA,1
COL1A1,RELA,-1
COL2A1,RELA,-1
CRHR1,RELA,1
CSF1,RELA,1
CSF2,RELA,1
CTSB,RELA,1
CXCL1,RELA,1
CXCL10,RELA,1
CXCR4,RELA,1
EBI3,RELA,1
EGFR,RELA,1
ELF3,RELA,1
EPAS1,RELA,1
FGF8,RELA,1
VEGFD,RELA,1
FN1,RELA,-1
GATA3,RELA,1
GSTP1,RELA,1
IFNB1,RELA,1
IL12A,RELA,1
IL12B,RELA,1
IL18,RELA,1
IL1A,RELA,-1
IL2,RELA,1
IL23A,RELA,1
IL6,RELA,1
IRF1,RELA,1
IRF4,RELA,1
KLK3,RELA,1
MCL1,RELA,1
MMP14,RELA,1
MMP2,RELA,1
MMP3,RELA,1
MYC,RELA,1
NCAM1,RELA,1
NFKB1,RELA,1
NOLC1,RELA,1
NOS2,RELA,1
OPTN,RELA,1
RELA,PGR,-1
PGR,RELA,-1
PLAUR,RELA,1
PPARD,RELA,-1
PTGS2,RELA,1
PTHLH,RELA,1
RIPK2,RELA,1
S100A6,RELA,1
SAA2,RELA,1
SERPINE1,RELA,1
SLC25A27,RELA,1
SNAI1,RELA,1
SOD2,RELA,1
TBX21,RELA,1
THBD,RELA,-1
TIMP1,RELA,-1
TNC,RELA,1
TNF,RELA,1
TNFAIP3,RELA,1
TNFRSF10B,RELA,1
TP53,RELA,1
TRIB3,RELA,-1
VEGFA,RELA,1
XIAP,RELA,1
ABCB1,RELB,1
CCL19,RELB,1
CCL21,RELB,1
PIGR,RELB,1
KCNQ2,REST,-1
MYC,RFX1,-1
IL2,RUNX1,1
ITGAX,RUNX1,1
LGALS3,RUNX1,1
MAD2L1,RUNX1,-1
LGALS3,RUNX2,1
CASP8,RUNX3,1
ICAM3,RUNX3,-1
MMP9,RUNX3,-1
RUNX1,RUNX3,-1
TCF4,RUNX3,1
ABCC3,RXRA,-1
CPT1B,RXRA,1
SREBF1,RXRA,1
CDKN1A,SMAD1,1
ID3,SMAD1,1
SPP1,SMAD1,1
AHR,SMAD2,1
CYR61,SMAD2,1
TNFRSF11B,SMAD2,1
AHR,SMAD3,1
ANKRD1,SMAD3,1
APOC3,SMAD3,1
BAMBI,SMAD3,1
CCND2,SMAD3,1
CDKN1A,SMAD3,1
COL1A1,SMAD3,1
COL3A1,SMAD3,1
COL6A1,SMAD3,1
COL6A3,SMAD3,1
COL7A1,SMAD3,1
CYP17A1,SMAD3,-1
EDN1,SMAD3,1
EPO,SMAD3,1
GLI2,SMAD3,1
ITGA11,SMAD3,1
JUN,SMAD3,1
MET,SMAD3,1
MMP9,SMAD3,1
PTHLH,SMAD3,1
TERT,SMAD3,-1
TGFB1,SMAD3,-1
TIMP1,SMAD3,1
TNC,SMAD3,1
VEGFA,SMAD3,1
ZFP36,SMAD3,1
AHR,SMAD4,1
APOC3,SMAD4,1
BAMBI,SMAD4,1
BTRC,SMAD4,-1
CDKN1A,SMAD4,1
COL7A1,SMAD4,1
CYR61,SMAD4,1
DACH1,SMAD4,-1
EPO,SMAD4,1
FSHB,SMAD4,1
IHH,SMAD4,1
JUN,SMAD4,1
MET,SMAD4,1
PTHLH,SMAD4,1
RUNX1T1,SMAD4,1
SERPINE1,SMAD4,1
TNC,SMAD4,1
TNFRSF11B,SMAD4,1
ZFP36,SMAD4,1
ID3,SMAD5,1
CDK1,SMAD7,-1
KRT14,SMAD7,-1
MET,SMAD7,-1
TGFBR1,SMAD7,-1
HBEGF,SNAI1,1
THBS1,SNAI1,-1
VDR,SNAI1,-1
COL11A2,SOX10,1
DCT,SOX10,-1
GJB1,SOX10,-1
ISL1,SOX2,-1
NANOG,SOX2,1
NTRK3,SOX2,1
HDAC8,SOX4,1
NCAM1,SOX4,1
TP53,SOX6,1
AMH,SOX9,1
HES1,SOX9,1
MIA,SOX9,1
NKX3-2,SOX9,1
ABCC1,SP1,-1
ADIPOQ,SP1,1
ADRA2B,SP1,1
AHR,SP1,-1
ALOX12,SP1,1
APEX1,SP1,-1
APOE,SP1,1
AR,SP1,1
B4GALT1,SP1,1
CAT,SP1,1
CCL2,SP1,1
CCND2,SP1,1
CD14,SP1,1
CD44,SP1,1
CDC25C,SP1,1
CDK1,SP1,1
CDK6,SP1,-1
CDKN2C,SP1,1
CERS2,SP1,1
CETP,SP1,-1
COL2A1,SP1,1
CREM,SP1,1
CRMP1,SP1,-1
CSNK2A1,SP1,1
CTGF,SP1,1
CYP11A1,SP1,1
CYP17A1,SP1,1
EDNRB,SP1,1
EPO,SP1,1
EPOR,SP1,-1
FAS,SP1,1
FXR2,SP1,1
GJA1,SP1,1
GSTP1,SP1,1
HCN2,SP1,1
HDAC4,SP1,1
HRAS,SP1,1
HSD17B1,SP1,1
HTT,SP1,1
IER3,SP1,1
IGFBP3,SP1,1
INSR,SP1,1
ITGAD,SP1,1
ITGAV,SP1,-1
KIF2C,SP1,1
LDHA,SP1,1
MAT2A,SP1,1
MAT2B,SP1,1
MCL1,SP1,1
MET,SP1,1
MME,SP1,1
MMP11,SP1,1
MMP14,SP1,1
MUC5AC,SP1,1
NFKB1,SP1,1
NR3C1,SP1,1
PAX6,SP1,1
PCNA,SP1,1
POLB,SP1,-1
PPL,SP1,1
PRKCE,SP1,-1
PRSS50,SP1,1
PTGS2,SP1,1
PTTG1,SP1,1
RELA,SP1,1
RORA,SP1,1
SCNN1G,SP1,1
SIGIRR,SP1,1
SLC19A3,SP1,1
SLC25A5,SP1,1
SOCS1,SP1,1
SOD2,SP1,-1
SREBF1,SP1,1
STARD3,SP1,1
TAL1,SP1,1
TGFB1,SP1,1
TGFBR2,SP1,1
TMPO,SP1,1
TMPO,SP1,1
TNFRSF10B,SP1,1
TNFRSF8,SP1,1
TNFSF10,SP1,-1
TNFSF14,SP1,1
TNNC1,SP1,1
TP53,SP1,1
UTRN,SP1,1
WT1,SP1,1
XIAP,SP1,1
YY1,SP1,1
ETS1,SP100,-1
DNMT3B,SP2,1
ABCA1,SP3,-1
CD2AP,SP3,1
COL2A1,SP3,1
DNASE2,SP3,1
ETF1,SP3,-1
F2,SP3,1
HSD17B1,SP3,1
IGFBP3,SP3,1
ITGAD,SP3,1
CNMD,SP3,1
MSH6,SP3,1
SP3,MYC,-1
MYCN,SP3,1
RORA,SP3,1
SLC19A3,SP3,1
UTRN,SP3,1
ERBB2,SP4,1
YY1,SP4,1
AGR2,SPDEF,1
ACP5,SPI1,1
CLEC4G,SPI1,1
CTSE,SPI1,1
FPR1,SPI1,-1
SPI1,GATA1,-1
GATA1,SPI1,1
IL5,SPI1,1
MACROD1,SPI1,-1
CD40,SPIB,1
IRF7,SPIB,-1
HMOX1,SREBF1,1
INSIG1,SREBF1,1
IRS2,SREBF1,-1
NPC1,SREBF1,1
NR0B2,SREBF1,1
PCYT2,SREBF1,1
PIK3R3,SREBF1,1
SCD5,SREBF1,1
SLC2A4,SREBF1,1
SREBF1,SREBF1,1
ABCA1,SREBF2,-1
ACLY,SREBF2,1
EBP,SREBF2,1
INSIG1,SREBF2,1
PCYT2,SREBF2,1
MMP2,SRF,1
SAMD4A,SRF,1
AGFG2,STAT1,-1
CCL3,STAT1,1
CCR1,STAT1,1
CDKN1A,STAT1,1
CEBPE,STAT1,1
CFTR,STAT1,1
FGF2,STAT1,1
FGFR3,STAT1,-1
HCFC1,STAT1,-1
HMOX1,STAT1,1
HSP90AA1,STAT1,-1
IFNA1,STAT1,-1
IFNB1,STAT1,-1
IFNG,STAT1,-1
IL1B,STAT1,1
IL2RA,STAT1,1
IL6,STAT1,-1
JAK2,STAT1,1
LY96,STAT1,1
MMP9,STAT1,-1
MYD88,STAT1,1
NAA35,STAT1,-1
NOX5,STAT1,1
PPARA,STAT1,1
PRF1,STAT1,1
PRKCE,STAT1,-1
PTGS2,STAT1,1
RPS24,STAT1,-1
TP53,STAT1,1
UPP1,STAT1,1
ZNF367,STAT1,-1
CFB,STAT2,1
A2M,STAT3,1
BCL2,STAT3,1
BCL2L1,STAT3,1
CCL2,STAT3,1
CCND3,STAT3,1
CDK4,STAT3,1
CDKN1A,STAT3,1
CISH,STAT3,1
CSRP1,STAT3,1
EGFR,STAT3,1
ESR2,STAT3,1
FAS,STAT3,-1
GFAP,STAT3,1
HIF1A,STAT3,1
HMOX1,STAT3,1
HSPB1,STAT3,1
IFNAR1,STAT3,1
IL21,STAT3,1
IL2RA,STAT3,1
IL6,STAT3,1
IL6ST,STAT3,1
LTBP1,STAT3,-1
MCL1,STAT3,1
MUC4,STAT3,1
MYD88,STAT3,1
NOX5,STAT3,1
OSM,STAT3,1
PGF,STAT3,-1
PIM1,STAT3,1
PRF1,STAT3,1
PTPN13,STAT3,1
S100A11,STAT3,1
SOCS1,STAT3,1
TIMP1,STAT3,1
STAT3,TP53,-1
USP7,STAT3,-1
MYC,STAT4,1
SOCS3,STAT4,-1
BCL2L1,STAT5A,1
BCL6,STAT5A,1
CCND2,STAT5A,-1
IFNG,STAT5A,1
IL6ST,STAT5A,1
LONP1,STAT5A,1
MUC1,STAT5A,1
MYD88,STAT5A,1
OSM,STAT5A,1
PRF1,STAT5A,1
BCL2L1,STAT5B,1
BCL6,STAT5B,1
FCGR1A,STAT5B,1
IL6ST,STAT5B,1
MUC1,STAT5B,1
PRF1,STAT5B,1
ALOX15,STAT6,1
FOS,STAT6,1
IL4,STAT6,1
RHOA,STAT6,1
ALDH1A2,TAL1,1
MYB,TAL1,1
NFKB1,TAL1,-1
CDKN2A,TBX2,-1
CXCR3,TBX21,1
IFNG,TBX21,1
CDKN2A,TBX5,1
BBC3,TCF3,-1
CDK6,TCF3,-1
NRXN1,TCF4,1
VIM,TCF4,1
BCL2,TCF7,1
BIRC5,TCF7,1
LEF1,TCF7,1
ABCB1,TCF7L2,1
AXIN2,TCF7L2,1
BIRC5,TCF7L2,1
CD44,TCF7L2,1
CTNNB1,TCF7L2,1
DKK1,TCF7L2,1
FGF18,TCF7L2,1
GLI2,TCF7L2,1
LEF1,TCF7L2,1
MMP7,TCF7L2,1
SP5,TCF7L2,1
STAT3,TCF7L2,1
TCF7,TCF7L2,1
TNFRSF11B,TCF7L2,1
VIM,TCF7L2,-1
CDKN1A,TFAP2A,1
ERBB2,TFAP2A,1
HGF,TFAP2A,-1
HSD17B1,TFAP2A,-1
KRT5,TFAP2A,1
NR3C1,TFAP2A,1
PRKCA,TFAP2A,1
SLC19A1,TFAP2A,1
CDKN1A,TFAP2C,-1
AKT1,TP53,-1
APAF1,TP53,1
APCS,TP53,1
BAK1,TP53,1
BCL2,TP53,-1
BCL2L1,TP53,1
BCL3,TP53,-1
BDKRB2,TP53,1
BRCA1,TP53,-1
BRCA2,TP53,-1
CAV1,TP53,1
CCNB1,TP53,-1
CCND1,TP53,-1
CHEK1,TP53,-1
CHEK2,TP53,-1
CHUK,TP53,-1
CTNNB1,TP53,-1
DDB1,TP53,1
DDB2,TP53,1
DKK1,TP53,1
DNMT1,TP53,-1
E2F3,TP53,-1
E2F7,TP53,1
ELF4,TP53,-1
TP53,ELF4,-1
EZH2,TP53,-1
FLT1,TP53,1
GML,TP53,1
HIC1,TP53,1
HIPK2,TP53,1
HRAS,TP53,-1
HSP90AB1,TP53,-1
IGF1R,TP53,-1
IGFBP3,TP53,1
INTS7,TP53,-1
KLK3,TP53,-1
LITAF,TP53,1
MAD1L1,TP53,-1
MAP4,TP53,-1
MCM7,TP53,-1
MET,TP53,-1
NFATC4,TP53,-1
NME1,TP53,1
NOS2,TP53,-1
PEG3,TP53,1
PIAS3,TP53,-1
PLK1,TP53,-1
PML,TP53,1
PTPA,TP53,-1
PRKAB1,TP53,1
PRODH,TP53,1
PTEN,TP53,-1
PTTG1,TP53,1
RAD51,TP53,1
RRM2B,TP53,1
SERPINB5,TP53,1
SIVA1,TP53,1
SLC6A6,TP53,-1
SSTR2,TP53,-1
TCF7L2,TP53,-1
TERT,TP53,-1
TGFA,TP53,1
TP53I3,TP53,1
TP53TG5,TP53,1
TP63,TP53,-1
TRIM22,TP53,1
TYMS,TP53,-1
TYRP1,TP53,1
UHRF1,TP53,-1
VEGFA,TP53,-1
WRN,TP53,-1
TCF4,TP63,1
BBC3,TP73,1
TERT,TP73,-1
RUNX2,TRPS1,-1
FOXO1,TSC22D3,-1
FOXO3,TSC22D3,-1
AKT2,TWIST1,1
ESR1,TWIST1,-1
TIMP1,TWIST1,-1
MMP2,TWIST2,1
ABCA1,USF1,1
CD2,USF1,1
CIITA,USF1,1
CXCR4,USF1,1
CYP19A1,USF1,-1
CYP1A1,USF1,-1
PF4,USF1,1
PIGR,USF1,1
PKLR,USF1,1
PTGS2,USF1,-1
SERPINE1,USF1,1
SLC19A1,USF1,1
TERT,USF1,1
TGFB1,USF1,1
ABCA1,USF2,1
APC,USF2,1
ATP5F1A,USF2,1
CD2,USF2,1
CYP19A1,USF2,-1
IGF2R,USF2,1
PDX1,USF2,1
PF4,USF2,1
PIGR,USF2,1
SLC19A1,USF2,1
TGFB1,USF2,1
THBS1,USF2,1
TOP3A,USF2,1
BGLAP,VDR,1
CALB1,VDR,1
CDH1,VDR,1
HOXA10,VDR,1
IL12B,VDR,-1
AMH,WT1,1
AR,WT1,-1
CDH1,WT1,-1
CIAO1,WT1,-1
EGFR,WT1,-1
IGF1,WT1,-1
MYCN,WT1,-1
ODC1,WT1,1
PODXL,WT1,1
SMAD3,WT1,1
TERT,WT1,-1
THBS1,WT1,1
UBE2I,WT1,-1
VDR,WT1,1
KPNA2,YBX1,-1
RBBP8,YBX1,-1
SUMO1,YBX1,-1
APH1A,YY1,1
CREBBP,YY1,-1
CTCF,YY1,1
CXCR4,YY1,-1
DNAJA3,YY1,-1
DNAJB4,YY1,1
EGFR,YY1,1
EPAS1,YY1,-1
ERBB2,YY1,1
FAS,YY1,-1
FGFR1OP,YY1,-1
HNRNPL,YY1,-1
IFNB1,YY1,-1
IL5,YY1,1
IRAK1,YY1,-1
MKLN1,YY1,-1
MRPS10,YY1,-1
MRPS18B,YY1,-1
MYC,YY1,1
NR3C1,YY1,1
PPP2R1A,YY1,-1
RANBP10,YY1,-1
RAVER1,YY1,-1
RPRD2,YY1,-1
SNX27,YY1,-1
SPNS1,YY1,-1
SRP68,YY1,-1
TNFRSF10B,YY1,-1
TP73,YY1,1
PFKP,ZBTB7A,-1
MEOX2,ZEB2,-1
VIM,ZEB2,1
HMGA2,ZNF382,-1
E2F1,IRF1,-1
STAT1,NR3C1,-1
SPI1,RBPJ,1
GATA3,SATB1,1
POU5F1,ZEB2,1
